运行消息:[2016-04-13 20:48:58:426] CameraTime:[2016-04-13 20:48:36 980] [seq:  2]:  87.5  56.2    0 120 get=(  4000 10.0 ) set=(  2000  0.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:08:467] CameraTime:[2016-04-13 20:48:47 476] [seq: 33]:  28.7  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:09:047] CameraTime:[2016-04-13 20:48:47 876] [seq: 34]:  28.6  58.7    1  71 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:09:338] CameraTime:[2016-04-13 20:48:48 277] [seq: 35]:  28.6  58.7    1  71 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:09:740] CameraTime:[2016-04-13 20:48:48 677] [seq: 36]:  28.5  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:10:062] CameraTime:[2016-04-13 20:48:49 078] [seq: 37]:  28.5  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:10:583] CameraTime:[2016-04-13 20:48:49 478] [seq: 38]:  28.3  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:10:885] CameraTime:[2016-04-13 20:48:49 879] [seq: 39]:  28.1  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:11:379] CameraTime:[2016-04-13 20:48:50 280] [seq: 40]:  27.9  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:11:849] CameraTime:[2016-04-13 20:48:50 680] [seq: 41]:  27.7  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:12:151] CameraTime:[2016-04-13 20:48:51 081] [seq: 42]:  27.6  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:12:471] CameraTime:[2016-04-13 20:48:51 481] [seq: 43]:  27.7  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:13:065] CameraTime:[2016-04-13 20:48:51 881] [seq: 44]:  27.7  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:13:382] CameraTime:[2016-04-13 20:48:52 282] [seq: 45]:  27.7  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:13:688] CameraTime:[2016-04-13 20:48:52 683] [seq: 46]:  27.6  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:14:271] CameraTime:[2016-04-13 20:48:53 083] [seq: 47]:  27.8  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:14:502] CameraTime:[2016-04-13 20:48:53 484] [seq: 48]:  27.9  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:15:064] CameraTime:[2016-04-13 20:48:53 884] [seq: 49]:  27.9  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:15:470] CameraTime:[2016-04-13 20:48:54 285] [seq: 50]:  28.0  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:15:788] CameraTime:[2016-04-13 20:48:54 685] [seq: 51]:  28.0  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:16:270] CameraTime:[2016-04-13 20:48:55 086] [seq: 52]:  28.1  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:16:670] CameraTime:[2016-04-13 20:48:55 487] [seq: 53]:  28.2  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
